11/1 - 11/7	Tests	COVID-19 Tests Since 8/16/2020	0.00	17,210.00
11/8 - 11/14	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	33.00
11/8 - 11/14	Tests	COVID-19 Tests Since 8/16/2020	0.00	16,681.00
11/15 - 11/21	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	44.00
11/15 - 11/21	Tests	COVID-19 Tests Since 8/16/2020	0.00	17,135.00
11/22 - 11/28	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	18.00
11/22 - 11/28	Tests	COVID-19 Tests Since 8/16/2020	0.00	8,810.00
11/29 - 12/5	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	45.00
11/29 - 12/5	Tests	COVID-19 Tests Since 8/16/2020	0.00	13,845.00
12/6 - 12/12	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	26.00
12/6 - 12/12	Tests	COVID-19 Tests Since 8/16/2020	0.00	13,978.00
12/13 - 12/19	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	40.00
12/13 - 12/19	Tests	COVID-19 Tests Since 8/16/2020	0.00	12,003.00
12/20 - 12/26	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	37.00
12/20 - 12/26	Tests	COVID-19 Tests Since 8/16/2020	0.00	8,523.00
12/27 - 1/2	Positive Tests	COVID-19 Tests Since 8/16/2020	0.01	30.00
12/27 - 1/2	Tests	COVID-19 Tests Since 8/16/2020	0.01	2,727.00
1/3 - 1/9	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	56.00
1/3 - 1/9	Tests	COVID-19 Tests Since 8/16/2020	0.00	12,551.00
1/10 - 1/16	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	33.00
1/10 - 1/16	Tests	COVID-19 Tests Since 8/16/2020	0.00	13,607.00
1/17 - 1/23	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	39.00
1/17 - 1/23	Tests	COVID-19 Tests Since 8/16/2020	0.00	14,111.00
1/24 - 1/30	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	41.00
1/24 - 1/30	Tests	COVID-19 Tests Since 8/16/2020	0.00	14,944.00
1/31 - 2/6	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	31.00
1/31 - 2/6	Tests	COVID-19 Tests Since 8/16/2020	0.00	15,579.00
2/7 - 2/13	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	25.00
2/7 - 2/13	Tests	COVID-19 Tests Since 8/16/2020	0.00	18,889.00
2/14 - 2/20	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	12.00
2/14 - 2/20	Tests	COVID-19 Tests Since 8/16/2020	0.00	19,952.00
2/21 - 2/27	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	23.00
2/21 - 2/27	Tests	COVID-19 Tests Since 8/16/2020	0.00	22,791.00
2/28 - 3/6	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	46.00
2/28 - 3/6	Tests	COVID-19 Tests Since 8/16/2020	0.00	23,345.00
3/7 - 3/13	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	37.00
3/7 - 3/13	Tests	COVID-19 Tests Since 8/16/2020	0.00	23,398.00
3/14 - 3/20	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	31.00
3/14 - 3/20	Tests	COVID-19 Tests Since 8/16/2020	0.00	23,342.00
3/21 - 3/27	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	80.00
3/21 - 3/27	Tests	COVID-19 Tests Since 8/16/2020	0.00	23,010.00
3/28 - 4/3	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	42.00
3/28 - 4/3	Tests	COVID-19 Tests Since 8/16/2020	0.00	23,637.00
4/4 - 4/10	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	30.00
4/4 - 4/10	Tests	COVID-19 Tests Since 8/16/2020	0.00	22,997.00
4/11 - 4/17	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	21.00
4/11 - 4/17	Tests	COVID-19 Tests Since 8/16/2020	0.00	22,561.00
4/18 - 4/24	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	21.00
4/18 - 4/24	Tests	COVID-19 Tests Since 8/16/2020	0.00	21,224.00
4/25 - 5/1	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	10.00
4/25 - 5/1	Tests	COVID-19 Tests Since 8/16/2020	0.00	21,979.00
5/2 - 5/8	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	7.00
5/2 - 5/8	Tests	COVID-19 Tests Since 8/16/2020	0.00	21,833.00
5/9 - 5/15	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	4.00
5/9 - 5/15	Tests	COVID-19 Tests Since 8/16/2020	0.00	22,123.00
5/16 - 5/22	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	2.00
5/16 - 5/22	Tests	COVID-19 Tests Since 8/16/2020	0.00	21,414.00
5/23 - 5/29	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	2.00
5/23 - 5/29	Tests	COVID-19 Tests Since 8/16/2020	0.00	18,501.00
5/30 - 6/5	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	0.00
5/30 - 6/5	Tests	COVID-19 Tests Since 8/16/2020	0.00	14,076.00
6/6 - 6/12	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	0.00
6/6 - 6/12	Tests	COVID-19 Tests Since 8/16/2020	0.00	11,124.00
6/13 - 6/19	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	1.00
6/13 - 6/19	Tests	COVID-19 Tests Since 8/16/2020	0.00	9,680.00
6/20 - 6/26	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	2.00
6/20 - 6/26	Tests	COVID-19 Tests Since 8/16/2020	0.00	11,237.00
6/27 - 7/3	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	0.00
6/27 - 7/3	Tests	COVID-19 Tests Since 8/16/2020	0.00	10,168.00
7/4 - 7/10	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	2.00
7/4 - 7/10	Tests	COVID-19 Tests Since 8/16/2020	0.00	9,200.00
7/11 - 7/17	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	12.00
7/11 - 7/17	Tests	COVID-19 Tests Since 8/16/2020	0.00	10,255.00
7/18 - 7/24	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	14.00
7/18 - 7/24	Tests	COVID-19 Tests Since 8/16/2020	0.00	10,374.001
7/25 - 7/31	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	14.00
7/25 - 7/31	Tests	COVID-19 Tests Since 8/16/2020	0.00	10,738.00
8/1 - 8/7	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	20.00
8/1 - 8/7	Tests	COVID-19 Tests Since 8/16/2020	0.00	11,250.00
8/8 - 8/14	Positive Tests	COVID-19 Tests Since 8/16/2020	0.00	19.00
8/8 - 8/14	Tests	COVID-19 Tests Since 8/16/2020	0.00	12,214.00
8/15 - 8/21	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	20.00
8/15 - 8/21	Tests	COVID-19 Tests Since 8/16/2021		13,308.00
8/22 - 8/28	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	15.00
8/22 - 8/28	Tests	COVID-19 Tests Since 8/16/2021	0.00	20,509.00
8/29 - 9/4	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	26.00
8/29 - 9/4	Tests	COVID-19 Tests Since 8/16/2021	0.00	27,907.00
9/5 - 9/11	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	41.00
9/5 - 9/11	Tests	COVID-19 Tests Since 8/16/2021	0.00	32,285.00
9/12 - 9/18	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	28.00
9/12 - 9/18	Tests	COVID-19 Tests Since 8/16/2021	0.00	33,834.00
9/19 - 9/25	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	23.00
9/19 - 9/25	Tests	COVID-19 Tests Since 8/16/2021	0.00	33,687.00
9/26 - 10/2	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	10.00
9/26 - 10/2	Tests	COVID-19 Tests Since 8/16/2021	0.00	33,857.00
10/3 - 10/9	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	17.00
10/3 - 10/9	Tests	COVID-19 Tests Since 8/16/2021	0.00	34,170.00
10/10 - 10/16	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	17.00
10/10 - 10/16	Tests	COVID-19 Tests Since 8/16/2021	0.00	32,425.00
10/17 - 10/23	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	18.00
10/17 - 10/23	Tests	COVID-19 Tests Since 8/16/2021	0.00	33,816.00
10/24 - 10/30	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	20.00
10/24 - 10/30	Tests	COVID-19 Tests Since 8/16/2021	0.00	32,528.00
10/31 - 11/6	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	24.00
10/31 - 11/6	Tests	COVID-19 Tests Since 8/16/2021	0.00	33,357.00
11/7 - 11/13	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	33.00
11/7 - 11/13	Tests	COVID-19 Tests Since 8/16/2021	0.00	31,540.00
11/14 - 11/20	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	56.00
11/14 - 11/20	Tests	COVID-19 Tests Since 8/16/2021	0.00	33,729.00
11/21 - 11/27	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	29.00
11/21 - 11/27	Tests	COVID-19 Tests Since 8/16/2021	0.00	18,500.00
11/28 - 12/04	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	88.00
11/28 - 12/04	Tests	COVID-19 Tests Since 8/16/2021	0.00	33,680.00
12/05 - 12/11	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	94.00
12/05 - 12/11	Tests	COVID-19 Tests Since 8/16/2021	0.00	33,625.00
12/12 - 12/18	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	153.00
12/12 - 12/18	Tests	COVID-19 Tests Since 8/16/2021	0.00	29,186.00
12/19 - 12/25	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	229.00
12/19 - 12/25	Tests	COVID-19 Tests Since 8/16/2021	0.00	14,857.00
12/26 - 1/1	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	431.00
12/26 - 1/1	Tests	COVID-19 Tests Since 8/16/2021	0.00	7,801.00
1/2 - 1/8	Positive Tests	COVID-19 Tests Since 8/16/2021	0.00	601.00
1/2 - 1/8	Tests	COVID-19 Tests Since 8/16/2021	0.00	18,690.00
